Title,Year,Genres,Directors,Writers,Cast,Plot,Runtime,Country,Language,Awards,Rating,MovieCode
Escape from Pretoria,2020,"Biography, Crime, Mystery, Thriller",Francis Annan,Nothing from IMDB,"Daniel Radcliffe, Daniel Webber, Ian Hart, Mark Leonard Winter, Nathan Page, Grant Piro, Lenny Firth, Lliam Amor, Adam Tuominen, PJ Oaten",,['106'],"United Kingdom, Australia, United States, South Africa, Germany","English, French, Afrikaans",,6.8,5797184
Escape Plan,2013,"Action, Thriller",Mikael Håfström,Nothing from IMDB,"Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir, Amy Ryan, Sam Neill, Vincent D'Onofrio, Vinnie Jones, Matt Gerald, 50 Cent","Ray Breslin is a man who has devoted his life to making prisons inescapable by going into a prison as an inmate and trying to see if he can break out. And he has done a good job so far. A woman who says she works for the CIA approaches Ray and says that a new maximum security prison where the worst criminals are to be incarcerated, is about to be launched. So she wants him to go and make sure no one can get out. He agrees. So they make the necessary preps but when Ray arrives at the prison, he discovers that someone doesn't want him to get out. He then tries to find a way out but he needs help. Another prisoner, Rottmeyer becomes friendly with him. And they decide to work together to get out.",['115'],United States,"English, German, Arabic, Urdu",,6.7,1211956
Escape Room,2019,"Action, Adventure, Horror, Mystery, Sci-Fi, Thriller",Adam Robitel,Nothing from IMDB,"Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine, Deborah Ann Woll, Nik Dodani, Yorick van Wageningen, Cornelius Geaney Jr., Russell Crous, Bart Fouche","Six strangers are given mysterious black boxes with tickets to an immersive escape room for a chance to win tons of money. Being locked in several rooms with extreme conditions, they discover the secrets behind the escape room and must fight to survive and to find a way out.",['99'],"United States, South Africa",English,,6.4,5886046
Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",Michel Gondry,Nothing from IMDB,"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood, Thomas Jay Ryan, Mark Ruffalo, Jane Adams, David Cross, Kirsten Dunst, Tom Wilkinson","Much to his surprise, timid Joel Barish is shocked to discover that the love of his life, sparky Clementine, has had him erased from her memory. As a result, hurt and angry, Joel wants to pay her back in the same coin, going as far as to undergo a painless but intricate medical procedure to do the same. However, poor Joel is utterly unaware that darkness is an essential part of the light. And as the once-cherished recollections of Clementine gradually fade away, giving way to a soulless black void, something unexpected happens. Now Joel has second thoughts, toying with the idea of stopping the irreversible process. Who said ignorance is bliss?",['108'],United States,English,,8.3,338013
EuroTrip,2004,Comedy,"Jeff Schaffer, Alec Berg, David Mandel","Alec Berg, David Mandel, Jeff Schaffer","Scott Mechlowicz, Jacob Pitts, Kristin Kreuk, Cathy Meils, Nial Iskhakov, Michelle Trachtenberg, Travis Wester, Matt Damon, Lustra, J. Adams","Ohio high school student Scott Thomas is a good student and nice guy - albeit a little predictable - who is about to graduate and go into pre-med. He is unceremoniously dumped by his whorish girlfriend Fiona on graduation day. Among the people he turns to in his hour of despair is his German pen pal, Mike. Scott and Mike seem to have a special connection. After Mike makes advances to Scott now that he and Fiona are not seeing each other, Scott abruptly sends Mike a message saying he never wants to hear from him again. However, Scott learns shorty thereafter that Mike is actually a beautiful girl named Mieke. By this time, Mieke has blocked his messages. Thinking that Mieke is actually who he was meant to be with, Scott, impulsively for a change, decides to go to Berlin to be with her. Along for the ride is Scott's best friend, the girl crazy Cooper Harris. They manage only to get a flight into London, and thus have to make their way from London to Berlin. Along the way in Paris, they run into their high school friends, twins Jenny and Jamie, who are backpacking through Europe. Scott and Cooper consider them the most mismatched twins ever, Jamie who is a walking encyclopedia, and Jenny a girl who they treat as just one of the guys. As the four try to make their way to Berlin, they run into a few obstacles and few adventures. Scott hopes that all these problems are worth it when he has his much hyped in his mind meeting with Mieke.",['92'],United States,"English, French, German, Italian, Japanese",,6.6,356150
EuroTrip,2004,Comedy,"Jeff Schaffer, Alec Berg, David Mandel","Alec Berg, David Mandel, Jeff Schaffer","Scott Mechlowicz, Jacob Pitts, Kristin Kreuk, Cathy Meils, Nial Iskhakov, Michelle Trachtenberg, Travis Wester, Matt Damon, Lustra, J. Adams","Ohio high school student Scott Thomas is a good student and nice guy - albeit a little predictable - who is about to graduate and go into pre-med. He is unceremoniously dumped by his whorish girlfriend Fiona on graduation day. Among the people he turns to in his hour of despair is his German pen pal, Mike. Scott and Mike seem to have a special connection. After Mike makes advances to Scott now that he and Fiona are not seeing each other, Scott abruptly sends Mike a message saying he never wants to hear from him again. However, Scott learns shorty thereafter that Mike is actually a beautiful girl named Mieke. By this time, Mieke has blocked his messages. Thinking that Mieke is actually who he was meant to be with, Scott, impulsively for a change, decides to go to Berlin to be with her. Along for the ride is Scott's best friend, the girl crazy Cooper Harris. They manage only to get a flight into London, and thus have to make their way from London to Berlin. Along the way in Paris, they run into their high school friends, twins Jenny and Jamie, who are backpacking through Europe. Scott and Cooper consider them the most mismatched twins ever, Jamie who is a walking encyclopedia, and Jenny a girl who they treat as just one of the guys. As the four try to make their way to Berlin, they run into a few obstacles and few adventures. Scott hopes that all these problems are worth it when he has his much hyped in his mind meeting with Mieke.",['92'],United States,"English, French, German, Italian, Japanese",,6.6,356150
Everest,2015,"Action, Adventure, Biography, Drama, Thriller",Baltasar Kormákur,"William Nicholson, Simon Beaufoy","Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson, Tom Goodman-Hill, Charlotte Bøving, Pemba Sherpa, Amy Shindler, Simon Harrison, Chris Reilly","On the morning of May 10, 1996, climbers from two commercial expeditions start their final ascent toward the summit of Mount Everest, the highest point on Earth. With little warning, a violent storm strikes the mountain, engulfing the adventurers in one of the fiercest blizzards ever encountered by man. Challenged by the harshest conditions imaginable, the teams must endure blistering winds and freezing temperatures in an epic battle to survive against nearly impossible odds.",['121'],"United Kingdom, United States, Iceland","English, Russian",,7.1,2719848
Everly,2014,"Action, Thriller",Joe Lynch,Nothing from IMDB,"Salma Hayek, Hiroyuki Watanabe, Laura Cepeda, Togo Igawa, Akie Kotabe, Gabriella Wright, Caroline Chikezie, Jennifer Blanc-Biehn, Jelena Gavrilovic, Aisha Ayamah","Held against her will for years by a sadistic Yakuza boss, the seductively dangerous Everly finally gets a chance to break free from slavery. Armed with an almost inexhaustible arsenal of destructive weaponry and a rabid will to survive, the wronged woman can now turn the tables on her evil tormentors, as a lucrative open contact on Everly's head attracts an endless wave of cutthroats. However, with the lives of her estranged mother and her little daughter under threat, only a miracle can get Everly out of a tight spot. Can she single-handedly ward off a merciless onslaught of assassins to save her family?",['92'],United States,"English, Japanese, Spanish",,5.1,1945084
"I think everything will be fine, mother.",2015,Drama,Alexandre Alonso,Nothing from IMDB,"Alexandre Alonso, Pedro Brando, Gal Gracenia, Maria Ribeiro",,,Nothing from IMDB,Nothing from IMDB,,,13628500
Evil Dead,2013,Horror,Fede Alvarez,Nothing from IMDB,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas, Elizabeth Blackmore, Phoenix Connolly, Jim McLarty, Sian Davis, Stephen Butterworth, Karl Willetts","Five twenty-something friends become holed up in a remote cabin. When they discover a Book of the Dead, they unwittingly summon up dormant demons living in the nearby woods, which possess the youngsters in succession until only one is left intact to fight for survival.",['91'],"United States, New Zealand, Australia","English, Welsh",,6.5,1288558
Exam,2009,"Crime, Horror, Mystery, Thriller",Stuart Hazeldine,Nothing from IMDB,"Adar Beck, Gemma Chan, Nathalie Cox, John Lloyd Fillingham, Chukwudi Iwuji, Pollyanna McIntosh, Luke Mably, Jimi Mistry, Colin Salmon, Chris Carey","Eight talented candidates have reached the final stage of selection to join the ranks of a mysterious and powerful corporation. The enter a windowless room and an Invigilator gives them 80 minutes to answer one simple question. He outlines three rules they must obey or be disqualified: don't talk to him or the armed guard by the door, don't spoil their papers, and don't leave the room. He starts the clock and leaves. The candidates turn over their question papers--and discovers that they're completely blank. After the initial confusion has subsided, one frustrated candidate writes 'I believe I deserve...,' and is promptly ejected for spoiling. The remaining candidates soon figure out they're permitted to talk to each other, and they agree to cooperate in order to figure out the question: then they can compete to answer it. At first they suspect the question may be hidden in their papers like a security marker in a credit card, and they figure out ways to change their environment to expose the hidden words. But light, liquids and other plans all come to naught. Soon enough, the candidates begin to uncover one another's backgrounds, prejudices, and hidden agendas. Tensions rise as the clock steadily descends towards zero, and each candidate must decide how far they are willing to go to secure the ultimate job . . .",['101'],United Kingdom,"English, French, Cantonese",,6.8,1258197
Exodus: Gods and Kings,2014,"Action, Adventure, Drama, Fantasy",Ridley Scott,"Adam Cooper, Bill Collage, Jeffrey Caine, Steven Zaillian","Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, María Valverde, Sigourney Weaver, Ben Kingsley, Isaac Andrews, Hiam Abbass","Biblical epic 'Exodus: Gods and Kings' stars Christian Bale as Moses who, as the film opens, fights alongside his brother Ramses (a shaved-headed Joel Edgerton), to help defend Egypt, which is ruled by their father Seti (John Turturro). During battle, Moses saves Ramses' life, causing Ramses to fear that his brother will one day be King because it fits with a prophecy handed down by one of Seti's trusted spiritualists. Soon after Seti's death, Moses, who is actually Jewish and not Egyptian, is banished. However, he becomes the leader of the Jewish people and leads a rebellion against the Egyptians, with help from a wrathful God.",['150'],"United Kingdom, Spain, United States",English,,6.0,1528100
The Expendables 2,2012,"Action, Adventure, Thriller",Simon West,Nothing from IMDB,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Chuck Norris, Jean-Claude Van Damme, Bruce Willis, Arnold Schwarzenegger, Terry Crews, Randy Couture","Barney Ross is approached by CIA man Church, who wants him and his guns for hire to go to the former Soviet Union to retrieve something that was on a plane that crashed. Church doesn't tell him what he is getting. And Church sends a woman, Maggie with him to make sure he gets it. They find the plane and get the thing but some men take one of Barney's people hostage and the leader tells him to give him what they got or he'll kill his hostage. They give it to him but he kills his hostage anyway. Barney asks Maggie what was so important about that thing. She says that it showed the location of a Russian plutonium storage mine. Barney decides to track the man down and deal with him. They track them down and discover that the man they seek is Vilain who leads a group known as The Sangs and that they have taken all the men from the surrounding villages to work the mine.",['103'],"United States, Germany, China",English,,6.6,1764651
Expelled,2014,Comedy,Alex Goyette,Alex Goyette,"Cameron Dallas, Matt Shively, Lia Marie Johnson, Marcus Johns, Andrea Russett, Emilio Palame, Kristina Hayes, Teala Dunn, Michelle Glavan, Circus-Szalewski","Felix (Cameron Dallas) is a legendary prankster who always charms his way out of trouble. However, after his third strike at school, the principal has had enough and expels him. Never defeated, Felix resorts to his infamous ways and devises a plan with his brother (Marcus Johns), best friend (Matt Shively), new friend (Lia Marie Johnson) and classmate (Andrea Russett) to hide it from his parents.",['85'],United States,English,,4.7,4189442
Exposed,2016,"Crime, Drama, Mystery, Thriller",Gee Malik Linton,Gee Malik Linton,"Ana de Armas, Gabe Vargas, Sandy Tejada, Venus Ariel, Ariel Pacheco, Ismael Cruz Cordova, Anthony Ruiz, Stephen Thompson, Keanu Reeves, Mira Sorvino","Detective Galban (Keanu Reeves) finds his partner and close friend, Detective Cullen, murdered in a subway. On the hunt for the killer(s), Galban begins to suspect his partner may have been heavily involved in drug dealing and police corruption. As Galban investigates, people who knew Cullen are conveniently found dead. The closer Galban gets to the truth, both Cullen's wife, Janine (Mira Sorvino), and his lieutenant (Christopher McDonald) try to persuade him to back off, fearing his findings may discredit Cullen and expose corruption within the police department. Galban's only remaining lead is Isabel, a young, devout, Latina girl who resides with her in-laws. Galban fears her life could be in jeopardy should he get too close to her. However, Isabel has recently experienced something not from this world, something mystical that she believes is truly a miracle. Not unlike Galban, Isabel is dealing with her own demons from the past, a past that just may lead them to the truth; in turn, bringing both some form of assurance.",['102'],United States,"English, Spanish",,4.3,4019560
Extraction II,2023,"Action, Thriller",Sam Hargrave,Nothing from IMDB,"Chris Hemsworth, Golshifteh Farahani, Adam Bessa, Tornike Gogrichiani, Demetre Kavelashvili, Tornike Bziava, Giga Shavadze, Tinatin Dalakishvili, Andro Japaridze, Mariami Kovziashvili",Mercenary Tyler Rake has accepted his next mission which is a challenging one. He has to rescue the family of a crime syndicate leader from a prison complex .With the help of his two associates Tyler launches the rescue operation overcoming strong resistance from adversaries.,['122'],"Czechia, Austria, Australia, United States","English, Georgian, French, German",,7.0,12263384
Extraction,2020,"Action, Thriller",Sam Hargrave,Nothing from IMDB,"Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal, Shivam Vichare, Piyush Khati, Sara Rumao, Randeep Hooda, Aarti Kulkarni, Umakant Patil","In an underworld of weapons dealers and traffickers, a young boy becomes the pawn in a war between notorious drug lords. Trapped by kidnappers inside one of the world's most impenetrable cities, his rescue beckons the unparalleled skill of a mercenary named Tyler Rake, but Rake is a broken man with nothing to lose, harboring a death wish that makes an already deadly mission near impossible.",['116'],United States,"English, Hindi, Bangla",,6.8,8936646
Extraterrestrial,2014,"Action, Horror, Mystery, Sci-Fi, Thriller",Colin Minihan,Nothing from IMDB,"Brittany Allen, Freddie Stroma, Melanie Papalia, Jesse Moss, Anja Savcic, Gil Bellows, Michael Ironside, Sean Rogerson, Emily Perkins, Mike Kovac",,['101'],Canada,English,,5.0,2960930
Ezra,2017,"Horror, Mystery, Thriller",Jay.k,Nothing from IMDB,"Prithviraj Sukumaran, Priya Anand, Tovino Thomas, Sujith Shanker, Vijayaraghavan, Sudev Nair, Bharat Dabholkar, Ann Sheetal, Babu Antony, Prathap Pothen",Ranajn and Priya moved to Cochin and Priya bought an antique Jewish box. When she opens the box the spirit in the box came out and possess her. Then later Ranjan knowing that the box is not an ordinary box it is a Dybbuk box which contains a malicious spirit of a dead person.The film depicts how he is going to save his wife from this malicious spirit.,['147'],India,"Malayalam, Tamil, Telugu",,6.6,5892746
365 Days,2020,"Drama, Romance","Barbara Bialowas, Tomasz Mandes",Nothing from IMDB,"Anna-Maria Sieklucka, Michele Morrone, Bronislaw Wroclawski, Otar Saralidze, Magdalena Lamparska, Natasza Urbanska, Grazyna Szapolowska, Tomasz Stockinger, Gianni Parisi, Mateusz Lasowski","Massimo Torricelli, handsome young boss of a Sicilian Mafia family, has no other option but to take over after his father is assassinated. Laura is a sales director in a luxurious hotel in Warsaw. She has a successful career, but her private life lacks passion. She is taking one last shot to save her relationship. With her boneheaded boyfriend Martin and some other friends, she takes a trip to Sicily. She does not expect that Massimo, the most dangerous man on the island, will get in her way, kidnap her, hold her captive, and give her 365 days--to fall in love with him.",['114'],Poland,"Polish, English, Italian",,3.3,10886166
Aquaman,2018,"Action, Adventure, Fantasy, Sci-Fi",James Wan,Nothing from IMDB,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach","Born upon the shores of the surface world, Arthur Curry (Jason Momoa) discovers that he is only half human, with the other half of his blood being of Atlanteean descent, thus making him the rightful heir to the throne of the undersea kingdom of Atlantis. However, Arthur learns that Atlantis is being ruled by his malicious half-brother Orm (Patrick Wilson), who seeks to unite the seven underwater kingdoms and wage war upon the surface. With aid from Nuidis Vulko (Willem Dafoe) and the gorgeous Mera (Amber Heard), Arthur must discover the full potential of his true destiny and become Aquaman in order to save Atlantis and the surface from Orm's evil plot.",['143'],"United States, Australia","English, Russian, Maori, Italian",,6.8,1477834
Aquaman,2018,"Action, Adventure, Fantasy, Sci-Fi",James Wan,Nothing from IMDB,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach","Born upon the shores of the surface world, Arthur Curry (Jason Momoa) discovers that he is only half human, with the other half of his blood being of Atlanteean descent, thus making him the rightful heir to the throne of the undersea kingdom of Atlantis. However, Arthur learns that Atlantis is being ruled by his malicious half-brother Orm (Patrick Wilson), who seeks to unite the seven underwater kingdoms and wage war upon the surface. With aid from Nuidis Vulko (Willem Dafoe) and the gorgeous Mera (Amber Heard), Arthur must discover the full potential of his true destiny and become Aquaman in order to save Atlantis and the surface from Orm's evil plot.",['143'],"United States, Australia","English, Russian, Maori, Italian",,6.8,1477834
Aquaman,2018,"Action, Adventure, Fantasy, Sci-Fi",James Wan,Nothing from IMDB,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach","Born upon the shores of the surface world, Arthur Curry (Jason Momoa) discovers that he is only half human, with the other half of his blood being of Atlanteean descent, thus making him the rightful heir to the throne of the undersea kingdom of Atlantis. However, Arthur learns that Atlantis is being ruled by his malicious half-brother Orm (Patrick Wilson), who seeks to unite the seven underwater kingdoms and wage war upon the surface. With aid from Nuidis Vulko (Willem Dafoe) and the gorgeous Mera (Amber Heard), Arthur must discover the full potential of his true destiny and become Aquaman in order to save Atlantis and the surface from Orm's evil plot.",['143'],"United States, Australia","English, Russian, Maori, Italian",,6.8,1477834
Aquaman,2018,"Action, Adventure, Fantasy, Sci-Fi",James Wan,Nothing from IMDB,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach","Born upon the shores of the surface world, Arthur Curry (Jason Momoa) discovers that he is only half human, with the other half of his blood being of Atlanteean descent, thus making him the rightful heir to the throne of the undersea kingdom of Atlantis. However, Arthur learns that Atlantis is being ruled by his malicious half-brother Orm (Patrick Wilson), who seeks to unite the seven underwater kingdoms and wage war upon the surface. With aid from Nuidis Vulko (Willem Dafoe) and the gorgeous Mera (Amber Heard), Arthur must discover the full potential of his true destiny and become Aquaman in order to save Atlantis and the surface from Orm's evil plot.",['143'],"United States, Australia","English, Russian, Maori, Italian",,6.8,1477834
Arctic,2018,"Adventure, Drama",Joe Penna,"Joe Penna, Ryan Morrison","Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk",A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown in hopes of making it out alive.,['98'],"United States, Iceland","English, Danish",,6.8,6820256
Furious 7,2015,"Action, Crime, Thriller",James Wan,Nothing from IMDB,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson, Ludacris, Dwayne Johnson, Lucas Black, Kurt Russell","Dominic and his crew thought they'd left the criminal mercenary life behind. They'd defeated international terrorist Owen Shaw and went their separate ways. But now, Shaw's brother, Deckard Shaw, is out killing the crew one by one for revenge. Worse, a Somalian terrorist called Jakarde and a shady government official called ""Mr. Nobody"" are both competing to steal a computer terrorism program called ""God's Eye,"" that can turn any technological device into a weapon. Torretto must reconvene with his team to stop Shaw and retrieve the God's Eye program while caught in a power struggle between the terrorist and the United States government.",['137'],"United States, China, Japan, Canada, United Arab Emirates","English, Thai, Arabic, Spanish",,7.1,2820852
Furious 7,2015,"Action, Crime, Thriller",James Wan,Nothing from IMDB,"Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson, Ludacris, Dwayne Johnson, Lucas Black, Kurt Russell","Dominic and his crew thought they'd left the criminal mercenary life behind. They'd defeated international terrorist Owen Shaw and went their separate ways. But now, Shaw's brother, Deckard Shaw, is out killing the crew one by one for revenge. Worse, a Somalian terrorist called Jakarde and a shady government official called ""Mr. Nobody"" are both competing to steal a computer terrorism program called ""God's Eye,"" that can turn any technological device into a weapon. Torretto must reconvene with his team to stop Shaw and retrieve the God's Eye program while caught in a power struggle between the terrorist and the United States government.",['137'],"United States, China, Japan, Canada, United Arab Emirates","English, Thai, Arabic, Spanish",,7.1,2820852
