Title,Year,Genres,Directors,Writers,Cast,Plot,Runtime,Country,Language,Awards,Rating,MovieCode
Khufiya,2023,"Action, Biography, Crime, Mystery, Thriller",Vishal Bhardwaj,Nothing from IMDB,"Tabu, Ali Fazal, Wamiqa Gabbi, Azmeri Haque Badhon, Navnindra Behl, Ashish Vidyarthi, Atul Kulkarni, Alexx O'Nell, Shataf Figar, Lalit Parimoo",,['157'],India,Hindi,,6.1,15433600
King of Kotha,2023,"Action, Crime, Drama, Thriller",Abhilash Joshiy,Abhilash N. Chandran,"Dulquer Salmaan, Aishwarya Lekshmi, Nyla Usha, Saran Shakthi, Gokul Suresh, Anikha Surendran, Ritika Singh, Soubin Shahir, Chemban Vinod Jose, Shabeer Kallarakkal",,['174'],India,"Hindi, Telugu, Tamil, Kannada, Malayalam",,6.1,15134398
Krishna Cottage,2004,"Horror, Mystery, Romance",Santram Varma,Abhigyan Jha,"Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy, Rati Agnihotri, Hiten Tejwani, Divya Palat, Vrajesh Hirjee, Raj Zutshi, Shaukat Baig, Bobby Bedi","During the year 1990 Professor-Author Siddharth Das releases his first book 'Kahi Unkahi Baatein' which contain a total of 10 short stories albeit with the last story 'Krishna Cottage' without any ending. A total of fifty thousand copies are printed and distributed to five different cities in India. Three trucks carrying these copies meet with mysterious accidents, two toppling off cliffs, and one catching fire; and one ship sinks losing it's entire consignment. One copy of this book is found and kept under lock and key in the store-room of J.C. College. Then in 2002 collegians Akshay, Kabir, Nupur, Pulit, Shanti, and Manav, induct new-comer, Disha, to their group, and also invite her to the engagement ceremony of Shanti and Manav. The group will soon find out that her induction will set loose a chain of events that will throw their lives in jeopardy as she may be a ferocious shape-changing entity that is out to claim her lover, Amar Khanna, from a past life, and also prevent anyone from reading the last chapter of Professor Das' book.",['124'],India,Hindi,,5.2,408976
Kushi,2023,"Comedy, Drama, Romance",Shiva Nirvana,Nothing from IMDB,"Samantha Ruth Prabhu, Vijay Deverakonda, Jayaram, Saranya Ponvannan, Vennela Kishore, Lakshmi, Murli Sharma, Rohini, Mohammad Ali, Sachin Khedekar",,['163'],India,"Tamil, Kannada, Malayalam, Telugu, English, Kashmiri, Hindi, Urdu",,5.4,15380630
Love Actually,2003,"Comedy, Drama, Romance",Richard Curtis,Richard Curtis,"Bill Nighy, Gregor Fisher, Rory MacGregor, Colin Firth, Sienna Guillory, Liam Neeson, Emma Thompson, Lulu Popplewell, Kris Marshall, Heike Makatsch","Against the backdrop of aged has-been rock star Billy Mack's Christmas themed comeback cover of ""Love Is All Around"", which he knows is crap and makes no bones about it, much to his manager Joe's chagrin as he promotes the record, several interrelated stories about romantic love and the obstacles to happiness through love for Londoners are presented in the five weeks preceding Christmas. Daniel's wife has just died, leaving him to take care of his adolescent stepson Sam by himself. Daniel is uncertain how to deal with Sam and his problems without his wife present, especially in light of a potential budding romance within their household. Juliet and Peter have just gotten married. They believe that Peter's best friend and best man Mark hates Juliet, but won't say so to his or her face. Others looking at the situation from the outside believe Mark is jealous of Juliet, as he is in love with Peter. Jamie, a writer, is taking a writing retreat by himself in rural France following catching his latest girlfriend in an indiscretion. Jamie ends up spending much time in France with Aurelia, the Portuguese woman hired as the housekeeper. The question becomes not only if they can communicate their day-to-day needs with each other as she speaks no English, he speaks no Portuguese, and neither speaks French very well, but communicate what seems to be their increasing mutual attraction to each other. Sarah has been in love with her co-worker Karl for the two years they have worked together, this attraction about which everyone in their workplace knows. Sarah has to decide if she can be forward enough to express this love directly to Karl, especially in light of what has been her personal priority of dealing with a family issue. Harry and Karen have been in a stable long term marriage. His new assistant Mia drops hints to him that she would like them to be romantically involved. Harry has to decide whether to fall to the temptation, especially considering being married to a perceptive wife. Single and relatively young David is the newly elected Prime Minister. At 10 Downing Street, he is attracted to one of the new household servants, Natalie, but isn't sure what to do about it seeing as to their respective positions, the probable public scrutiny, and an incident involving the visiting U.S. President. Socially unaware Colin Frissell believes that the lack of romantic love in his life is all the fault of standoffish British women. As such, he decides to take decisive albeit somewhat unusual geographic action. And John and Judy are movie body doubles. They can communicate with each other straightforwardly while they are simulating sex filming a movie, but they may not be able to translate the feelings behind that simulation in real-life to each other.",['135'],"United Kingdom, France, United States","English, Portuguese, French",,7.6,314331
They/Them,2022,"Horror, Mystery, Thriller",John Logan,John Logan,"Kevin Bacon, Theo Germaine, Anna Chlumsky, Carrie Preston, Quei Tann, Austin Crute, Anna Lore, Monique Kim, Cooper Koch, Darwin del Fabro","Whistler, a gay conversion camp, has been in operation by the same family going back generations. Currently the camp is operated by Owen Whistler (Kevin Bacon) and his wife, Dr. Cora Whistler (Carrie Preston). The Whistlers have a small staff of four: activities director Amy, her gay-conversion-camp-alumni-turned-athletics-director boyfriend Zane, groundskeeper Balthazar, and Molly--the camp counselor who uncovers the horrors of Whistler Camp at the bequest of camper Jordan. A fifth employee emerges as a decoy within the campers. Suddenly, employees are picked off in a murder streak by an unknown assailant.",['104'],United States,English,,3.9,14502344
Mahaanta: The Film,1997,"Action, Crime, Drama, Romance",Afzal Khan,Nothing from IMDB,"Jeetendra, Poonam Dhillon, Sanjay Dutt, Madhuri Dixit, Mohsin Khan, Sumalatha, Amrish Puri, Paresh Rawal, Saeed Jaffrey, Satyendra Kapoor","Young Vijay studies in Good Shepherd High School, lives a wealthy lifestyle in a small scenic town along with his uncle, who is the Inspector General of Police in Bombay, and has a close friend in Raj Malhotra. When both mature, Vijay gets married, while Raj marries Shanti. On his uncle's insistence, Vijay departs to live in Bombay, where he eventually becomes the Police Commissioner. Subsequently Raj, Shanti, and Raj's brother, Sanjay, also re-locate to Bombay, where they are united with Vijay. Then Sanjay falls in love with Jenny and both want to get married much to the chagrin of Mahesh, who wants to marry her at any and all costs. Mahesh is the only son of wealthy and influential Kedar, who manages to convince Edward that it will be Jenny's and Sanjay's best interest if Jenny weds Mahesh. The marriage is arranged, but on that very day, Sanjay steps in, humiliates Kedar, and marries Jenny. That night Sanjay is arrested by none other than Vijay himself and placed in a cell. The next morning he is released and returns home to find that his brother and Bhabhi are both dead. Sanjay swears to avenge their death as well as find out why Vijay betrayed Raj, and arrested him on his wedding night.",,India,Hindi,,4.0,251194
Majnu Chacha,2023,Drama,Nothing from IMDB,Nothing from IMDB,"Bharti Jha, Hiral Radadiya, Arsh Dhir, Niranjan Nalawade, Soni Jha, Monty Rai",,,India,Hindi,,,29427398
Meg 2: The Trench,2023,"Action, Adventure, Horror, Sci-Fi, Thriller",Ben Wheatley,Nothing from IMDB,"Jason Statham, Jing Wu, Shuya Sophia Cai, Cliff Curtis, Page Kennedy, Sergio Peris-Mencheta, Skyler Samuels, Melissanthi Mahut, Whoopie Van Raam, Kiran Sonia Sawar","Get ready for the ultimate adrenaline rush this summer in ""Meg 2: The Trench,"" a literally larger-than-life thrill ride that supersizes the 2018 blockbuster and takes the action to higher heights and even greater depths with multiple massive Megs and so much more. Dive into uncharted waters with Jason Statham and global action icon Wu Jing as they lead a daring research team on an exploratory dive into the deepest depths of the ocean. Their voyage spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival. Pitted against colossal Megs and relentless environmental plunderers, our heroes must outrun, outsmart, and outswim their merciless predators in a pulse-pounding race against time. Immerse yourself in the most electrifying cinematic experience of the year with ""Meg 2: The Trench"" - where the depths of the ocean are matched only by the heights of sheer, unstoppable excitement.",['116'],"United States, China",English,,5.0,9224104
The Admiral,2015,"Action, Biography, Drama, History, War",Roel Reiné,Nothing from IMDB,"Frank Lammers, Sanne Langelaar, Barry Atsma, Lieke van Lexmond, Egbert Jan Weeber, Rutger Hauer, Charles Dance, Derek de Lint, Tygo Gernandt, Filip Peeters","When the young republic of The Netherlands is attacked by the great Kingdom of England, France, and Germany, and the country is on the brink of civil war, only one man can lead the country's strongest weapon, the Dutch fleet: Michiel de Ruyter.",['151'],Netherlands,"Dutch, English, French",,7.0,2544766
Mission: Impossible - Dead Reckoning Part One,2023,"Action, Adventure, Thriller",Christopher McQuarrie,Nothing from IMDB,"Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg, Rebecca Ferguson, Vanessa Kirby, Esai Morales, Pom Klementieff, Henry Czerny, Shea Whigham","Ethan Hunt and the IMF team must track down a terrifying new weapon that threatens all of humanity if it falls into the wrong hands. With control of the future and the fate of the world at stake, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan is forced to consider that nothing can matter more than the mission -- not even the lives of those he cares about most.",['163'],United States,"English, French, Italian, Russian",,7.7,9603212
Paap,2003,"Action, Crime, Drama, Romance, Thriller",Pooja Bhatt,Nothing from IMDB,"John Abraham, Udita Goswami, Mohan Agashe, Gulshan Grover, Sandeep Mehta, Denzil Smith, Anahita Oberoi, Madan Bhiku, Ahsan Baksh, Bikramjeet Kanwarpal","Kaya lives in a Buddhist village of Monks with her father who wants Kaya to devote her self to god and not live a normal like other females.The village head monk Lamha asks Kaya to travel to Delhi to bring a back a child named Llahmo who is believed to be re birth of their God.While in hotel Llahmo witness 's murder of a top cop where Kaya and Llahmo are asked by Inspector Shiven not to leave the city until they come to conclusion and shelters them safely in his sisters house.Llahmo identifies the killer whose none other then a top encounter cop ACP Raj Mehra,Shiven then decides to inform his senior DCP Mahtur but Maahtur and Mehra are partners in crime and plan to kill Shiven.A badly wounded Shiven picks up Kaya and Llahmo safely reaches them to their village but Shiven being in bad health cant return back an is nursed by Kaya where she starts having feelings for him.Kaya's father notices change in her behavior and reminds her about her devotion to got and feels that Shiven is come to make their holy lives impure.",['120'],India,"Hindi, English",,5.2,399942
Poikkal Kuthirai,2022,"Action, Drama",Santhosh P. Jayakumar,Santhosh P. Jayakumar,"Prabhu Deva, Vetri Kiran, Chandrasekar Koneru, Prema Priya, Prakash Raj, Samuthirakani, Varalaxmi Sarathkumar, Shaam, Tsr, Raiza Wilson",,['91'],India,Tamil,,6.1,15056872
Public Enemies,2009,"Action, Biography, Crime, Drama, History",Michael Mann,Nothing from IMDB,"Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp, Stephen Graham, David Wenham, John Judd, Stephen Dorff, Michael Vieau, John Kishline","The difficult 1930s is a time of robbers who knock over banks and other rich targets with alarming frequency. Of them, none is more notorious than John Dillinger, whose gang plies its trade with cunning efficiency against big businesses while leaving ordinary citizens alone. As Dillinger becomes a folk hero, FBI head J. Edger Hoover is determined to stop his ilk by assigning ace agent Melvin Purvis to hunt down Dillinger. As Purvis struggles with the manhunt's realities, Dillinger himself faces an ominous future with the loss of friends, dwindling options, and a changing world of organized crime with no room for him.",['140'],"United States, Japan",English,,7.0,1152836
Pushpa: The Rise - Part 1,2021,"Action, Crime, Drama, Thriller",Sukumar,Nothing from IMDB,"Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari, Sunil, Rao Ramesh, Dhananjaya, Anasuya Bharadwaj, Ajay, Ajay Ghosh","Pushpa a labor works for small sum but dreams of living a life of king. But he is always let down by his step brothers for being an illegitimate child of their father. He gets chance to work in dense forest of red sanders where red sanders are smuggled to other countries. The labors are always under the scanner of DSP Govindappa but Pushpa dares to go against everyone creating hurdles for DSP. Pushpa manages to save a smuggling consignment worth crores under the eye of DSP and becomes known to Reddy Brothers. (Konda Reddy, Jakka Reddy and Jolly Reddy) known to do smuggling of red sanders. Pushpa manages to smuggle red sanders often with his tricks by bluffing DSP and his team and becomes close side of Konda Reddy. Pushpa changes his lifestyle and decides to marry Srivelli but his step brothers disclose his mother's relationship with their father thus calling of the marriage. Pushpa who now decides not to stop in reaching heights and finds that Mangalam Sinu, a syndicate member is giving Reddy's gang much lesser share than they deserve and asks Konda Reddy to hike profit. Konda Reddy asks Pushpa to take thing sin his hands as his involvement will lead to war between the two gangs.A fearless Pushpa decides to take control of things leading to disagreements between two gangs.",['179'],India,"Hindi, Tamil, Malayalam, Kannada, Telugu",,7.6,9389998
Ram Tere Kitne Nam,1985,Drama,P. Madhavan,Nothing from IMDB,"Sanjeev Kumar, Rekha, Prem Chopra, Lalita Pawar, Narendranath Malhotra, Sudhir, Yunus Parvez, T.P. Jain, Jagdish Raj, Raj Tilak","Peturam is an overweight, albeit sensitive young man, who is head over heels in love with beautiful Radha, the sister of Tej Singh, and would like to marry her. When he proposes to marry her, Tej makes fun of him, asks him to gather together at least 10 lakh rupees before he can even be considered as a prospective groom. Crestfallen, Peturam re-locates to Bombay city, where he starts to work driving a taxi, and buying lottery tickets, all quite in vain, as he finds himself quite far away from his target of 10 lakh rupees. Then one day he meets with a Bollywood film-maker, who decides to give him a chance in movies. The movie turns out to be a success, making Peturam, who is now known as Ram Kumar, a millionaire overnight. Pleased with his success and ensuring that he has more than enough to satisfy Tej Singh, Ram triumphantly returns to his home-town in his chauffeur-driven Mercedes Benz - only to find out that Radha has already been married to a man named Aloknath Gupta, and is soon to bear his child. Watch how a devastated Ram Kumar attempts to put the remainder of his life together - in a career that he never wanted in the first place.",['157'],India,Hindi,,5.8,358068
Rocky,1981,"Action, Romance","Sunil Dutt, Raj Khosla",Nothing from IMDB,"Sanjay Dutt, Reena Roy, Tina Ambani, Ranjeet Bedi, Aruna Irani, Shakti Kapoor, Amjad Khan, Rakhee Gulzar, Shashikala Jawalkar, Iftekhar","Shankar a union leader looses his life in accident at work site while he was fighting with his boss Ratanlal for rights of workers,Ratanlal decides to agree on Shankar's demands after his death with due respect.But JD and Ram Avtar aren't happy with his decision and kill him unlike Shankar.Shankar's friend Robert Dsouza decides to support his family but JD starts to eye Shankar's widow Parvati and tries to molest her,while trying to save his mother Shankar's son Rakesh hurts himself and goes in trauma.Rakesh whenever sees his mother gets the same vision and looses his control so Robert and his wife Katy decide to adopt him and name him Rocky Dsouza.Years later Rocky has grown up to be a handsome guy and falls in love with Renu daughter of Ratanlal while on trip to Srinagar but Renu mistakes him to be RD son of JD until the truth is out.Rocky and Renu fall in love and RD tries to creates hurdles where Rocky also finds that JD was responsible for spoiling their life and killing his father.",['151'],India,Hindi,,6.5,215132
Rocky Aur Rani Kii Prem Kahaani,2023,"Comedy, Drama, Family, Romance",Karan Johar,Nothing from IMDB,"Ranveer Singh, Alia Bhatt, Dharmendra, Shabana Azmi, Jaya Bachchan, Tota Roy Chowdhury, Churni Ganguly, Aamir Bashir, Kshitee Jog, Anjali Anand","Dhanlaxmi Randhawa is an arrogant business women who always considered her husband Kanwal a loser and never let her son Tijori get closer to him.Kanwal met with an accident and became bound to wheelchair for lifetime,years later he has some moments in his body and takes the name Jamini.The doctors ask the family to trace Jamini as it could help him recover his grandson Rocky whose very much closer to him traces Jamini Chatterjee and finds that her granddaughter is a popular anchor Rani Chatterjee.Rocky meets Rani and speaks about Kanwal to her and asks to confirm if her grandmother knew him,Rani does not take him seriously but Jamini revels the truth.Jamini and her family come to meet Kanwal after seeing her he is finally able to get up from his wheelchair and kiss Jamini which does not go well with Dhanlaxmi and her son Tijori.Rocky and Rani try to arrange meetings for their grandparents without the knowledge of their parents and become close to each other.When Rocky proposes Rani she rejects it saying it wasn't a serious relationship but while covering a news assignment in Shimla she realizes her love for Rocky.Rani returns back and revels her love for Rocky but Rani still hasn't planned for marriage as both their families have different mindset and culture.In order understand each others family they decide to live in either house and make a place in family.But Dhanlaxmi has already made her mind that she will never allow their marriage to take place.",['168'],India,"Hindi, English",,6.6,14993250
Gala de presentación de la programación 2004/2005: Contamos todos,2004,Music,Nothing from IMDB,Nothing from IMDB,"David Bisbal, Carlinhos Brown, Luz Casal, El Gran Wyoming, Juanes, Rosa Maria Sardà",,,Spain,Spanish,,,2064785
Schindler's List,1993,"Biography, Drama, History",Steven Spielberg,Nothing from IMDB,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola","Oskar Schindler is a vain and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us.",['195'],United States,"English, Hebrew, German, Polish, Latin",,9.0,108052
Split,2016,"Horror, Thriller",M. Night Shyamalan,M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson, Jessica Sula, Izzie Coffey, Brad William Henke, Sebastian Arcelus, Neal Huff, Ukee Washington","Though Kevin (James McAvoy) has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher (Betty Buckley), there remains one still submerged who is set to materialize and dominate all of the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him -- as well as everyone around him -- as the walls between his compartments shatter.",['117'],"United States, Japan",English,,7.3,4972582
In Your Name,2003,"Action, Drama, Romance",Satish Kaushik,Nothing from IMDB,"Salman Khan, Bhoomika Chawla, Sachin Khedekar, Savita Prabhune, Ravi Kishan, Anang Desai, Sarfaraz Khan, Darshan Kumaar, Gopal Datt, Saurabh Dubey","A woman comes from a Decent family. Her name is Nirjala. Her family want her to get married to a Normal Young Man. She agrees to do so. But before the wedding, she meets with Radhe.This man has a very hot temper and gets into fights all the time. But both fall in love with each other. Nirjala's family refuse to permit her to get married to him. They force her to get married to the man of their choice. In the meantime, Radhe gets into fight, and someone hits him very hard on his head. Radhe loses his senses and falls down. When he wakes him, he finds himself a mental patient. The hospital finds him very violent and they chain. He is unable to remember his past. Then Nirjala re-enters his life. Will this cure Radhe or make him even worse?",['132'],India,Hindi,,7.2,374271
The Room,2019,"Drama, Fantasy, Horror, Mystery, Thriller",Christian Volckman,Nothing from IMDB,"Olga Kurylenko, Kevin Janssens, Joshua Wilson, John Flanders, Francis Chapman, Vince Drews, Marianne Bourg, Oscar Lesage, Carole Weyers, Michaël Kahya","Loving young couple Kate and Matt move into a secluded mansion and discover a strange secret room whose interior holds the power to make everything they want a reality. Millions of dollars, the original of Van Gogh and the most luxurious outfits--whatever they want instantly materializes. One day, she decides to ask the room to grant them the child they haven't been able to have. But their initial happiness from this blessing will have unforeseen consequences. As they say: careful what you wish for.",['100'],"France, Belgium, Luxembourg",English,,6.0,8485364
The Client,1994,"Crime, Drama, Mystery, Thriller",Joel Schumacher,Nothing from IMDB,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia, J.T. Walsh, Anthony Edwards, Brad Renfro, Will Patton, Bradley Whitford, Anthony Heald","Mark Sway is an 11-year-old boy who lives with his mother and brother in a trailer. One day, he and his brother are hanging out when a car pulls over beside them. The driver then sticks a hose in his exhaust and puts the other end into the car. Mark pulls it out. But the man sees him and grabs him and takes inside the car. The man talks to Mark then later shoots himself. The shock sends Mark's brother into a catatonic state. .And one of his clients is a member of a mob family who is suspected of killing a Senator who was trying to take down his family. But because the Senator's body is missing, they can't prosecute him. Roy Foltrigg (Tommy Lee Jones) thinks the lawyer told Mark where the body is which is why he wants to speak to him. Mark goes to meet Roy and when he threatens him, Mark steps out then Reggie comes in with a recording of his conversation with Mark telling him that made several violations. In the meantime, the mobster is told by the head of the family to take care of Mark. So, he threatens Mark. Mark doesn't know what to do and learns that Reggie has some secrets of her own and is uncertain if he can trust her.",['119'],United States,English,,6.7,109446
